nquest,pesofit,y,riscons2
681441,.53971446,55840.367,95
681477,.82672065,32478.334,90
681499,.5412823,22010.498,50
681520,.16357686,11931.517,60
681528,.5303961,61056.602,30
681571,.77789533,66095.352,60
681575,.16310598,46825.129,0
681596,.2347717,48498.332,50
681613,.30261338,16523.617,0
681640,.43726659,12973.399,100
681658,.35440698,20809.498,20
681668,1.2224096,25145.814,100
681673,1.4611324,25215.385,0
681711,.76997739,24536.332,70
681713,.72835588,43797.441,100
681748,.20733948,112411.66,20
681781,1.3746072,33600,30
681790,.24031259,25222.162,30
681804,3.3450537,29675.594,50
681819,.084237859,9550,80
681822,.14847344,23380.828,50
681832,.62391454,27184.996,50
681844,.22427197,47671.309,100
681845,.14887728,40612.238,80
681863,.31510639,9125.5986,100
681867,.28189132,14550,100
681875,2.8559289,23930.896,0
681887,.32141963,55603.816,40
681897,.40151441,68732.922,100
681929,1.3309411,13100,0
681932,1.0835675,23305.703,100
681933,.71437722,15222.664,100
681975,1.7091683,15934.25,20
682000,1.9346046,34194.98,40
682006,.40222502,52734.402,0
682020,.28189132,14200.019,100
682022,.27580962,14684.324,80
682086,.17979881,14562.438,70
682117,.57593012,10131.66,0
682118,.23924331,14345.218,100
682121,2.0082366,31667.139,50
682125,1.8186239,12674.328,50
682154,.18406905,19063.32,50
682165,.21365376,46554.168,0
682169,.17046747,27666.402,80
682170,.17452867,58777.844,50
682191,.18708296,31916.604,85
682192,.22149682,34646.539,0
682201,.26333466,23634.645,100
682204,.44296715,30758.301,90
682210,1.5583596,23926.096,50
682240,.15292571,37000.832,0
682259,.19250134,46287.5,70
682263,.44223696,53646.32,50
682269,1.5085486,39037.852,0
682272,2.3092988,52312.816,0
682275,2.4085634,28195.004,0
682280,2.3837719,22025.328,20
682281,1.2635289,35788.758,0
682282,1.4990619,22275.328,40
682285,1.5154808,22106.871,10
682297,.34037355,32013.93,0
682298,.48632938,23969.271,0
682311,.30127171,23274.324,50
682359,1.5250098,27444.324,50
682360,1.1592637,14863.32,100
682363,1.334484,43000,50
682398,.17857492,20132.332,50
682400,.19711015,55764.652,93
682408,.3162618,19559.117,90
682413,1.1956242,23159.527,0
682457,.13895926,15663.32,100
682486,.15799156,10901.313,50
682491,.72021997,95795.039,80
682496,.19543068,36435.871,5
682503,.77388543,25316.641,40
682507,1.6725473,34800,50
682525,.3068547,17894.98,50
682532,.66833764,41555.496,30
682571,.21704224,14031.66,20
682572,.17614853,28031.66,20
682593,.24438977,17244.303,60
682594,.22387637,29289.58,50
682608,.24064231,27022.346,0
682609,.44105953,20767.563,0
682625,.23487693,11960,100
682633,2.1737452,10540,50
682704,1.7797313,33813.32,100
682706,.62870759,18837.992,100
682715,.53424323,61466.09,80
682732,1.8625631,4400,50
682737,.18821408,84258.961,0
682743,.20619933,21488.311,0
682776,.1683017,24585.328,50
682779,.17140105,33205.355,50
682782,.16371122,27329.395,0
682783,.18179058,27358.617,0
682791,.36447981,121318.64,0
682794,.46838352,13622.664,0
682812,.24970783,29021.016,50
682829,1.1995562,29278.498,100
682879,.81248909,24019.42,100
682884,1.0888811,41819.137,50
682897,.19820303,37237.992,50
682900,.21269521,33738.496,20
682906,.17014921,33149.551,0
682918,.58862406,84975.758,50
682969,3.2497408,23998.781,100
682972,3.7908902,24989.834,70
682982,.32561985,41159.953,50
682995,.38844115,19354.469,100
683031,.61275667,30393.553,0
683033,.21434307,40346.355,50
683034,.18473729,27126.641,50
683042,.44230896,25012.014,70
683043,.45166767,18891.158,40
683044,.41398472,43504.66,80
683052,.23924331,26122.252,0
683075,.2595256,28933.561,20
683081,1.1498408,10200,50
683117,.36764455,19181.66,0
683119,2.0924122,38696.246,20
683120,1.6039531,44479.152,0
683121,1.4248708,32209.004,0
683143,.18174049,27989.635,50
683145,.11082155,31971.332,100
683147,.23823747,19538.996,10
683159,.32156679,39995.203,30
683164,.9052754,32398.998,0
683171,.75294393,46229.813,100
683177,.37121186,41656.355,50
683192,.39067072,22150,40
683201,1.7295722,38267.109,30
683206,2.534076,19326.641,20
683217,.27269161,28644.98,0
683227,1.2634811,29001.617,80
683230,1.1671565,14319.699,80
683233,.1695472,9126.3389,100
683240,1.1671565,17960.99,95
683245,1.4637967,49031.523,50
683246,1.2942076,18682.186,40
683247,2.235888,25200,50
683248,1.9397069,20996.332,60
683249,1.5946369,38815.148,60
683250,1.3173375,45032.848,50
683251,1.2942076,20723.359,50
683257,.45043537,11622.09,100
683306,.4927915,25063.32,50
683317,.55629271,20000,0
683337,.72423565,39782.32,40
683339,.95029432,65498.773,30
683343,.90576059,72077.898,40
683344,.59175909,24632.934,30
683345,.73242867,34377.898,50
683349,.2924746,74122.844,0
683352,.35187313,27924.777,50
683358,.37377536,37175.191,50
683373,1.4183488,24789.777,0
683377,.88138521,53589.961,100
683381,.21389416,14867.526,100
683388,.2115768,21317.75,50
683399,.29822114,48863.539,50
683418,.13875601,30366.604,80
683430,1.2174783,21735.475,50
683431,1.4625486,12080,60
683437,.37003666,32448.73,0
683438,.22735606,91958.883,100
683440,.27428618,24100,0
683446,.50626475,37689.961,80
683453,.31046569,30195.283,0
683469,.77223057,24978.326,100
683472,.68507648,54973.773,100
683530,.22510363,155929.88,50
683544,.28177354,68381.047,0
683569,.97535521,22196.096,0
683611,.35548159,17081.896,60
683627,.6761874,18061.912,90
683645,.19378017,28206.369,50
683650,.16088861,21145.164,50
683652,.24222849,38092.156,30
683653,.27212229,32871.66,40
683660,.30609083,17211.689,40
683661,.28001869,70224.898,0
683664,.8168903,67907.57,100
683665,.81841183,36680.645,50
683669,.28262171,20000,50
683670,.25977626,12571.919,100
683671,.26550442,8417.6641,0
683673,.29974109,12600,100
683675,.6574055,29300,80
683689,1.3768634,34200,50
683692,1.1654967,10930,40
683694,1.3083827,11900,50
683696,.57899696,37524,50
683707,.91154051,20783.023,90
683727,.19597681,22178,100
683732,1.3309411,12800,0
683737,1.5952129,9725,100
683767,.25830862,43165.289,0
683782,.45721957,15000,50
683785,.17948796,34848.441,20
683803,1.3491731,28000,100
683810,.7120738,31923.244,0
683812,.15563083,67219.484,90
683816,.3409878,40037.004,20
683829,.92116028,29874.504,40
683861,.33834359,24844.324,60
683866,.19192417,44594.98,50
683869,.15025933,19500,100
683881,.1695472,7200.6563,100
683882,.1396081,53973.367,80
683896,.53415579,47253.816,100
683897,.59102309,86599.883,80
683904,.5544669,24815.756,0
683908,.28149894,48031.25,40
683910,.28149894,46266.141,0
683970,.4729591,44010.641,100
683973,1.0394791,19628.711,95
683974,1.0282173,22729.787,90
683978,.96237308,33568.828,88
683980,1.4536777,46464.957,97
683991,.20778689,19949.428,50
683996,1.2253109,10475,80
684000,.42449951,30000,100
684005,.60047948,23807.598,0
684035,.93669504,13222.509,50
684037,.86217165,34072.77,5
684063,.51925129,38058.102,90
684064,.67404026,20413.869,100
684086,1.4371274,13012.664,100
684130,.20204686,52075.984,50
684131,.14033665,53812.664,0
684135,1.007287,19308.996,50
684141,.17193815,24000,100
684154,.55445904,24551.096,80
684192,.23142554,39623.145,50
684213,.98446858,45264,100
684217,.82519889,48211.371,20
684218,.51944304,15382.399,70
684222,.51380283,23300.096,30
684224,.52989495,46407.445,0
684228,.71239972,41178.516,100
684229,1.0576377,62375.313,20
684234,.94502527,75168.703,100
684240,1.5503097,41512.668,40
684242,1.169414,25659.498,50
684259,.12040149,26506.287,0
684279,.77801937,35333.223,100
684280,1.0005972,28029.611,100
684290,.10665008,57286.297,90
684293,.16794968,24669.652,95
684326,1.297761,54600.574,50
684328,1.2655641,25262.537,30
684330,.91617507,33828.598,100
684333,.81073952,61884.195,50
684344,.24471107,17944.324,80
684351,.69498181,125575.74,0
684359,.54883444,44657.297,0
684407,.90795839,55622.055,50
684423,.48578098,56443.473,100
684434,.96237308,44627.086,70
684437,1.2971058,16230.119,93
684442,1.2242124,29832.395,70
684448,.26151937,22900,100
684454,1.0634639,29767.605,60
684456,2.2214727,18021.482,95
684491,.30431136,20934.725,50
684496,.19461609,36155.832,50
684503,.66765672,83184.281,40
684507,.35046992,48189.32,50
684524,.58150709,21062.664,100
684525,.62862378,44899.254,0
684539,.53063804,14681.66,50
684557,.44274279,37138.258,0
684559,.32845879,36762.629,50
684564,.28189299,15600,100
684574,.40569326,28977.283,0
684592,.85281008,41923.16,70
684594,.73030639,26333.686,30
684608,.24800059,28602.057,0
684609,.14192422,31154.211,20
684628,.20153533,7860,0
684630,.21761996,43596.605,0
684638,.82366502,17513.994,100
684642,.23501554,40345.535,80
684649,.83190066,84408.18,0
684663,2.1749365,10111.119,0
684664,1.3083827,14566.603,0
684665,1.3422978,23016.424,50
684671,1.3450038,16529.67,100
684673,.73536807,14650,100
684675,.69551665,29931.471,0
684684,.23811547,77193.164,100
684689,.25978991,16053.799,0
684722,.22916989,49432.973,90
684727,.28985068,54569.594,0
684740,.25342175,19531.66,50
684752,.61271173,16018.996,50
684784,2.2233486,65289.961,40
684793,3.5288162,39722.563,100
684797,1.5455637,30620.809,70
684803,2.2692232,40121.824,90
684819,1.4157012,18602.533,100
684839,.57068622,13181.66,100
684856,.36787045,32000,0
684864,.46435022,17610.896,80
684866,.74087644,8000,100
684882,.52405995,9184.6953,50
684885,.42337716,31393.186,50
684886,.45176971,6321.5288,100
684895,.23969108,21059.914,50
684919,.22475308,27685.066,100
684927,.51380283,15314.209,0
684928,.52207953,23643.293,0
684937,.43629101,20031.66,50
684973,.40808764,31217.107,50
684988,.41702315,51553.773,100
684992,.63722938,9809.3398,50
685002,1.3876816,34095.883,50
685016,.23881556,6100,100
685024,.13511394,9330,100
685026,.50585753,32218.777,100
685045,2.346478,26350,50
685052,.30044866,20243.672,50
685056,1.0286372,13180,50
685058,1.1983727,13792.352,60
685068,.43073159,55887.352,50
685085,.27451628,10400,100
685096,.4873634,21262.844,50
685097,.47684869,37656.574,100
685100,.2838611,22458.65,50
685103,.40820545,72887.297,30
685124,.15502353,64050.32,0
685129,.34076172,23372.16,80
685130,.191507,24819.053,50
685132,.19360453,24119.9,50
685146,.18973379,17844.324,50
685148,.11764641,24018.67,0
685149,.1027517,25554.41,0
685150,.14007175,57507.137,0
685153,.56878275,16900,100
685164,.66738433,76617.742,0
685192,.41838416,48486.73,90
685196,1.0409797,51495.02,50
685200,.2901448,19036.422,100
685201,.19977176,20046.588,95
685206,.15260701,17800,100
685258,.15647675,56495.215,80
685284,.27266583,29029.73,100
685296,.21743961,44084.195,0
685297,.16437519,20691.66,50
685299,.19551346,40644.324,70
685300,.79792368,28600,90
685301,.66839558,23833.092,100
685323,.30929047,12693.15,0
685357,.62347311,15602.22,80
685367,.20229015,23313.303,0
685368,.16676314,27920,0
685378,.3337391,7800,100
685394,.64887756,24837.254,100
685423,.20444039,69588.492,0
685451,.41605917,27709,0
685454,.1802229,61160.66,50
685466,.2031932,128824.09,0
685481,.26225492,11985.585,100
685487,1.3635473,24215.217,50
685503,.39092591,19515.508,20
685505,.38249183,19977.096,40
685517,.19539297,49939.336,90
685528,.99628675,33366.414,0
685534,.42251855,33086.195,80
685537,.15172409,27953.432,0
685542,.21137977,12791.158,30
685543,.45211568,32250,60
685546,.18966044,65083.051,50
685548,.20388114,21276.797,100
685560,1.1302341,12054.324,70
685582,.72859138,40765.984,50
685588,.86888266,50412.918,50
685589,.67409396,50270.57,50
685591,1.240558,19634.408,80
685622,.18662679,22650.395,70
685627,.27469119,44031.66,40
685630,1.7586527,26006.332,50
685641,.25254419,39223.609,0
685647,1.4568081,31522.668,30
685650,1.1685287,21243.139,0
685664,1.3247632,20654.611,100
685673,.4774569,31100,80
685681,.25979617,69147.039,50
685695,.15591958,38819.754,50
685727,.26613116,6982.1621,30
685733,.19473664,19130.59,80
685734,.15647671,24552.252,50
685742,1.0852507,15536.988,50
685747,1.0852507,26015.699,50
685769,1.2144098,15957.996,50
685780,.60559338,67585.305,100
685793,1.1507555,19831.324,50
685805,1.1871123,15783.993,30
685812,1.3408521,29231.66,20
685816,1.226007,19341.66,20
685836,.73302078,77420.508,100
685854,.37132832,44789.219,80
685873,1.6407831,33637.992,50
685874,1.2144098,11310,70
685890,.55751461,31000,50
685891,.26552883,23825.928,50
685895,.095085189,24188.648,0
685902,.15784991,62500,90
685903,.21918455,18400,80
685905,.17660531,40131.719,50
685906,.095641203,23099.008,0
685908,.14281352,16630.615,0
685930,.1946259,40028.609,50
685931,1.111012,18281.66,0
685942,.41645172,25938.205,0
685956,.20004053,67896.219,0
685965,.17277789,18171.805,90
685969,.17514318,14331.66,40
685970,.37823543,22800,100
686006,.27394649,36003.023,100
686009,.80086046,46113.996,50
686014,.18062203,20437.613,100
686019,1.1177914,43307.094,60
686032,.25962782,67672.117,30
686073,.1760336,25630,50
686091,.43528271,32311.375,0
686092,.51642323,27728.822,20
686094,.51081586,28280.455,50
686103,.40833381,33794.98,50
686133,.44345173,34634.859,25
686134,.27594051,59617.91,50
686135,.79692554,25976.623,80
686172,.3550072,165422.2,0
686173,.27594051,70437.523,50
686178,1.1143566,29566.668,100
686183,1.1681441,19100,50
686184,1.2012527,12801.664,80
686185,2.0941498,30794.336,100
686190,1.4468406,32167.088,100
686233,.1132143,20759.059,0
686234,.19110781,27576.646,50
686235,.14763029,20578.105,30
686237,.12091722,19007.818,0
686253,.248329,11000,80
686259,.70664889,33794,50
686286,.14628671,22338.551,10
686289,1.2706881,25263.561,50
686293,1.0971372,7850,50
686304,.20632645,60938.574,50
686314,.5893715,23676.617,0
686318,.60420465,12000,50
686325,.6023674,30426.6,0
686373,.27923658,13866.995,70
686374,.47422603,13018.996,20
686391,.55444306,37552.188,40
686397,.30779558,29945.445,50
686423,.59926724,28405.883,0
686429,.6023674,13915.641,20
686433,.25385958,19750,100
686492,.59502178,40031.66,60
686494,.47247249,49467.148,50
686495,.56668508,22309.344,20
686500,.72590047,33419.137,0
686501,.59886551,20514.574,0
686508,.16550852,7150,50
686522,.21795942,12000,10
686528,.1888383,33592.199,50
686534,.21015164,13000,90
686538,.57501251,19635.393,100
686543,.25052986,63465.348,95
686558,.17612222,25057.348,30
686559,.73942173,28270.225,60
686571,1.4797018,25005.328,0
686579,.37092471,12210,50
686601,1.0284405,10490,100
686602,.99360245,21600,0
686634,.32617024,31010.16,20
686645,.18574578,27110.227,30
686657,.24089855,47212.555,100
686658,.22029892,13350,100
686661,.25358686,46493.242,20
686694,.18278703,15300,100
686713,.23823747,22448.883,0
686714,.3253524,21018.115,40
686715,.35950267,30025.621,0
686717,.35953382,25519.941,20
686730,1.096324,50031.66,30
686741,1.0636842,24345.418,90
686742,.36428553,32243.236,80
686744,.47911519,17238.607,90
686747,.39148536,14531.417,90
686748,.71997088,16532.33,80
686750,.94398403,15532.283,95
686757,1.1776606,49594.98,50
686760,.83419144,17320,80
686763,1.1910644,30239.27,70
686806,.25489891,3540,50
686810,.21325703,10408.237,70
686829,.99360245,13190,40
686831,.99360245,10960,30
686862,.14130683,33165.438,0
686863,1.6356225,13717.139,98
686866,1.764452,15278.403,95
686870,1.6356225,10200,98
686887,2.2207253,20770.566,100
686893,.19115902,13790,1
686898,.33852762,10980,40
686911,1.5097355,15647.977,95
686913,1.6179019,15178.323,99
686920,.97216582,17560.602,0
686940,.90885037,51218.988,0
686954,.7448777,26845.07,60
686979,.98969162,7800,70
686991,.51150346,22561.42,80
686992,.47874817,24114.561,90
686993,.47215837,29697.223,90
686995,.96378076,24215.342,80
686996,.48930475,27467.115,80
687000,.65234971,22326.906,95
687005,.29635787,16935.199,90
687007,.80362105,20895.738,50
687012,.80362105,21463.4,90
687018,.59237731,25590.607,90
687021,.71231103,33091.648,88
687022,.56687051,39977.828,85
687024,.4994587,90765.859,95
687030,.11841225,38334.961,0
687033,.21795942,13900,40
687039,.71522492,30350.816,50
687043,.92526174,21750,80
687056,1.4097759,36721.121,50
687063,.3906596,30899.506,20
687070,.27541229,36827.012,10
687075,.194786,15070.329,40
687076,.32980266,46463.691,50
687089,.61688876,14203.727,70
687099,.64262497,49302.789,0
687104,.17228907,20174.705,0
687108,.20678271,35495.328,50
687112,.2770952,36031.66,30
687132,.46838117,24743.416,50
687134,2.2036803,37405.844,100
687135,2.8000212,24911.184,0
687147,.27493244,31352.332,0
687148,.63677031,49991.164,50
687157,.65836966,5741,100
687164,.77932763,31707.268,50
687165,.60766172,31042.314,70
687168,.5540874,21697.373,80
687174,.79532731,57830.238,50
687188,1.5693735,26737.348,95
687189,2.0402994,35446.719,90
687213,.60833246,33685.496,10
687218,1.8502358,37004.402,60
687223,3.1604683,21612.664,50
687248,.55083102,29775.436,50
687250,.43543735,79637.984,0
687256,.94298756,32026.621,80
687263,.89263368,26365.225,30
687281,1.8862233,33304.078,50
687287,.41441521,38083.441,100
687291,.35874701,33403.598,100
687303,1.5097463,15450.394,95
687304,2.4337993,25870.656,95
687305,1.6345394,27448.682,90
687321,.68561,36007.641,50
687322,1.0300227,14465.386,80
687324,.57501251,19298.74,100
687327,.61997378,56260.188,50
687328,.53119123,29559.309,50
687336,.45297781,16046.39,100
687353,1.3058503,35948.367,20
687356,1.5753998,15314.906,20
687361,.1733423,14908.302,30
687383,1.5358765,16508.266,100
687404,.69498181,86996.125,50
687417,1.8900768,18469.652,50
687462,1.5987904,22568.014,95
687463,2.794874,32703.822,90
687471,.11940319,23069.014,90
687491,.52386874,16581.762,0
687497,.22226788,54101.348,0
687508,.28299838,32225.328,20
687512,.21852176,22697.385,10
687556,.52693212,20158.689,30
687564,.46839154,2809.395,90
687569,.26499161,65352.375,40
687576,.16911554,40809.363,50
687582,.64859301,102495.77,80
687600,1.4760391,33450.668,50
687630,.23236926,9360,100
687644,.52283078,12631.66,50
687683,1.5338892,13733.328,100
687685,1.5136966,49740.617,0
687699,.60479444,54498.781,90
687831,.52207953,11400,5
687833,.52513242,9012.5107,0
687841,.69317883,9180,60
687845,.62011147,13440.444,50
687846,.60982716,20622.121,30
687847,.60982716,23496.836,20
687849,.69317883,9160,60
687851,.60982716,18259.756,40
687876,1.2934359,12386.66,99
687878,1.1681445,13005.728,100
687882,1.6163751,42358.02,80
687883,1.0971788,12000,100
687888,.56000477,62512.688,40
687892,.65912884,22478.727,40
687893,.56064516,28385.736,50
687894,.61692005,38405.566,50
687897,.57077545,33745.621,50
687900,.19364056,15668.92,0
687915,.46881932,14110.795,100
687916,.41519254,28394.98,70
687917,.50266814,32715.83,50
687933,.56999874,15625.914,40
687934,1.1149256,3000,90
687938,.30278987,6840,100
687939,.22185448,14119.152,99
687953,.40689382,40000.379,0
687961,.61911798,38044.117,50
687971,.42360699,23880.326,60
687981,1.0110396,56300,100
687986,3.3193076,10000,40
687987,2.8926508,12000,100
687988,3.3193076,12012.664,100
687990,1.4323051,52362.453,30
687992,1.6323093,41387.648,10
687993,1.6155193,27245.336,70
688003,.4104872,33562.914,50
688009,4.1676435,4800,50
688018,.80405957,71910.492,50
688022,.77399611,21719.104,0
688086,.52464974,60388.648,50
688089,1.8057209,30167.766,50
688097,1.7451905,26416.377,0
688104,.1741166,18319.641,10
688111,2.8007364,24916.961,70
688123,.57594788,45470,50
688127,.14728986,40253.824,60
688128,.79516631,21200,100
688139,1.0500225,23011.773,50
688142,.85449713,15806.332,100
688149,1.464144,27739.949,100
688157,.48875612,2917.6592,100
688159,.51525426,1800,70
688162,.79491454,28163.32,80
688172,.36675557,52266.602,40
688179,.12456942,47755.578,100
688194,.37971377,83950.781,60
688204,.32602772,35780.715,0
688210,.38986722,25517.477,20
688212,.38034844,26750,90
688214,.37759668,31742.85,80
688219,.60147089,292258.72,0
688226,.84571898,12304.12,90
688228,.78313655,19900,90
688231,.79176623,42216.176,0
688233,1.0324551,14438.426,50
688250,1.9740224,15000,95
688264,2.4765038,33410.789,95
688275,1.6081394,20507.277,100
688276,1.6520361,5703.8369,100
688277,.61928117,74690.711,30
688287,1.0940244,43685.305,50
688296,.80405957,42210.645,100
688323,.33839554,42371.359,10
688338,1.3956647,16018.996,10
688344,2.0756242,16812.1,30
688360,.60833246,60819.57,0
688385,2.1643782,41109.352,100
688390,1.8809147,60278.496,0
700037,.20172983,13100,50
700073,.25305793,8788,80
700201,.22381873,52721.66,20
700213,.19530453,38993.754,20
700221,.21224792,20905.734,0
700234,.21224792,26512.123,0
700235,.32733208,27090.727,0
700403,.4891699,81756.609,50
700410,.54044127,38349.094,50
700531,1.8653708,28543.906,0
700622,.22056559,36144.688,0
700624,.37449297,27225.328,20
700643,.35099104,31420.793,50
700651,.23963058,16202.45,0
700714,.4357588,20010.154,50
700715,.30085412,21249.939,20
700719,.56998646,18000,10
700729,.48933977,20737.896,20
700730,.29608461,16626.502,0
700738,.29759464,21783.182,0
700740,.44279149,23312.664,40
700752,.30328819,41217.84,10
700818,.43864182,17220.92,100
700839,.49569711,9994.4775,100
700913,.15847585,29634.793,50
700950,.12021483,54207.836,100
701002,.61486202,16835.779,30
701012,.3906596,30058.988,40
701035,.67901468,10684.296,50
701037,.48864695,8409.1631,20
701059,.53449261,36948.727,50
701105,.20556578,15460,10
701111,.19139145,21518.875,10
701229,.21902214,13086.641,0
701240,.26267579,12769.506,100
701324,.5127461,73479.086,100
701361,.49004599,48905.699,0
701401,.85868222,12750,50
701514,.73524332,30022.162,50
701527,.66426408,5400,100
701531,.68863177,4800,100
701536,.92464298,19001.658,0
701553,1.0810201,19798.391,50
701579,.60944384,86131.32,50
701604,1.0308241,44025.328,0
701620,2.1589444,16031.66,30
701638,1.0308241,40638.648,100
701647,1.1134145,22758.486,50
701653,1.1199253,16582.162,50
701727,.52207953,18168.545,20
701800,.91663522,39318.996,0
701809,.80653006,76063.32,100
702150,1.6120569,38008.188,70
702428,.41740966,25000,20
702432,.21191595,25183.811,0
702613,.58426851,94467.273,0
702643,.70793915,13806.851,80
702656,.47673222,182468.78,0
702723,2.3593221,13969.773,30
702771,2.1106284,8067.3281,0
702827,.19622207,47362.426,50
702853,.17301525,33567.113,50
703258,.22149682,44449.309,100
703808,.24919251,58251.559,100
703830,.20492819,45692.938,0
703837,.24159138,20218.264,100
703917,.22093406,10530,50
704018,1.3338724,10400,50
704118,.62437236,32035.297,70
704132,.61008942,29276.898,0
704160,.61008942,33802.645,50
704305,1.7604065,18890.912,30
704310,2.5830319,20456.836,50
704345,2.2443786,54531.66,40
704365,2.3370836,44063.508,0
704372,2.5015283,43966.316,0
704516,.17856087,31538.758,50
704670,.50641674,35711.402,40
704702,.33132556,10050,100
704743,.24797799,59512.199,0
704752,.38829383,73934.977,100
704766,.37261382,7430.0356,50
704806,.15857065,31031.66,100
704825,.14285454,16388.996,0
704832,.14629918,23689.25,0
704836,.14048533,22599.299,50
704900,.22253411,40569.43,0
704911,.14395082,32134.857,20
704927,.15469909,20595.639,50
705115,1.592895,34847.559,40
705116,2.5036349,24015.83,0
705124,1.5312605,21569.83,30
705140,1.9672186,60045.59,20
705176,1.5223585,25438.039,0
705205,.26497579,33031.66,50
705210,.20396039,17705.875,0
705215,.20515305,18661.932,0
705222,.20967676,13384.303,20
705238,.19510873,30648.494,0
705244,.17380124,37924.797,0
705513,.12247825,18768.264,20
705637,1.9273653,34699.809,0
705774,.41653743,27781.574,80
705777,.39674625,32580,70
705821,.44116759,7200,100
705976,.37594736,83766.484,35
706104,.39970797,63686.441,20
706224,.69704926,17000,40
706234,.4414745,17650,90
706258,.30385137,74151.617,0
706325,.57563573,7474.2886,70
706327,.46158153,7540,60
706329,.41117305,7150,55
706336,.4060784,17560,50
706339,.74243873,7300,30
706407,1.9274786,43299.285,50
706422,1.9308273,26030.963,0
706436,1.5061431,34800,20
706448,1.448246,36161.965,0
706456,1.5493053,98063.977,50
706460,2.852602,21316.531,0
706501,.67556447,19313.516,40
706522,.38865325,27111.531,40
706524,.29400522,32374.352,30
706539,.38249183,15954.229,0
706552,.4229854,26237.992,50
706628,.22058144,33507.086,0
706629,.18413667,39643.309,0
706634,.2228175,65618.07,50
706649,.32396746,48198.035,0
706656,.21130513,9100,50
706727,.98961037,104443.2,0
706822,.15589154,60789.961,0
706832,.19297159,66329.922,0
706900,1.8669053,29212.664,70
706921,3.9157526,12809.861,20
706926,2.4733808,43094.98,50
706973,3.8079102,30386.115,90
707041,1.4407461,13402.712,0
707104,.82706648,16479.611,50
707106,.73512304,25954.432,95
707130,.6548416,33153.574,1
707232,.2639986,38254.367,0
707253,.23352025,24661.4,50
707307,.30986759,35517.848,0
707312,.42713764,58893.898,20
707344,.69549751,15995.954,50
707509,.43528271,44024.008,50
707523,.42442697,17216.135,0
707537,.55691284,18210.945,0
707541,1.1406943,14233.498,0
707554,.53375995,38484.949,0
707601,.64242446,35072.219,100
707646,.75831068,16600,0
707663,.9849,52647.508,30
707771,.19115902,12480,1
707811,1.9273653,28195.066,50
707857,1.8237003,34742.133,50
707900,1.7729913,27658.996,60
707916,1.1782986,34189.961,20
707938,1.221523,31075.984,30
707961,1.3122624,19831.66,60
707963,1.7476907,86500.383,50
708009,1.3884535,168041.2,50
708023,1.5328348,27510.5,50
708030,1.8295789,52243.129,50
708043,1.4790539,30352.852,50
708044,1.7546055,146244.33,50
708090,2.6536024,20699.443,20
708219,1.1655328,47400,90
708447,1.1947439,34221.188,80
708521,1.2980453,101490.55,20
708522,2.687489,18018.996,50
708700,.33351904,33527.762,50
708747,.23507127,23556.986,40
709002,1.7985222,27219.352,10
709310,.43904531,13981.263,100
709407,.44807523,5007.5986,100
709420,.22143595,49131.66,50
709421,.21554172,22078.26,50
709422,.23160711,15606.332,100
709423,.2179078,28361.15,0
709426,.23890863,77437.992,0
709438,.18571074,30633.246,50
709442,.26202577,40292.141,0
709449,.28473762,77864.711,0
709460,.19738403,20471.668,100
709464,.18367007,47871.496,80
709470,.20270874,30663.32,50
709504,.6703912,26879.162,70
709508,.52278233,22874.688,80
709519,.72315562,17267.727,95
709520,.51449448,19866.502,60
709524,.43586865,42228.516,60
709553,.47874817,24118.176,70
709803,.16960689,52828.438,0
709830,.20030186,66761.195,40
709947,.61771828,14198.251,70
709950,.53150785,52763.32,50
709953,1.1127869,25437.992,100
710026,.19082515,37145.313,70
710064,.29744256,148724.06,0
710165,1.3754619,6871.332,100
710170,.52260017,65563.32,50
710247,.86629552,30737.975,0
710303,.18620996,40959.242,99
710308,.18717326,14581.66,50
710413,.39493841,52767.777,70
710415,.8666935,27384.82,0
710440,.81572247,24207.609,50
710507,.18148562,37100,100
710547,.090281621,19560.729,90
710556,.14978747,24981.66,90
710606,.39028773,28680.926,1
710624,.46537256,41815.676,99
710844,1.1605062,28092.232,0
710872,1.5132883,23941.564,50
710905,.15046187,7300,30
710944,.14552259,44943.609,50
711014,.21365778,31116.982,20
711022,.22403228,39151.66,30
711024,.25261387,47344.105,0
711107,1.8060699,64394.398,0
711111,1.5084502,17858.301,50
711112,1.5892993,37518.996,0
711153,1.5084502,44772.406,70
711312,1.0231501,56888.309,50
711402,.22641495,23894.961,0
711417,.29352388,17155.84,0
711432,.25148335,60012.008,0
711434,.22641495,21631.66,20
711467,.40579775,22451.635,0
711479,.22641495,23025.328,10
711528,.55148083,33106.711,20
711532,.77209634,13017.995,20
711536,.46641508,31150.611,20
711545,.4833529,41502.816,0
711611,1.1204826,14300,50
711624,1.3796612,58553.047,90
711645,.94924867,37646.34,50
711660,.94924867,31352.662,100
711700,.27794373,23753.32,20
711719,.37788209,36121.328,0
711802,.42062667,16827.32,0
711829,.17823453,35593.559,10
711831,.19364056,12965.699,0
711832,.26162681,30264.826,30
711925,.36615068,5928,50
712022,1.4990619,24843.336,0
712122,2.9572535,38012.027,50
712127,2.0554585,84954.156,50
712132,2.4058666,45773.418,50
712136,2.4940495,69592.758,50
712141,1.94449,85707.164,0
712148,1.6807027,24383.025,50
712219,.18097289,23280.98,40
712236,.19547258,21544.963,20
712244,.34961554,29069.498,50
