nquest,pesofit,y,riscons2
36409,.15940496,78826.945,40
36415,.12103076,35231.66,50
36427,.2928519,60953.988,20
36443,.71981525,47307.945,50
36450,.80086118,72515.039,0
36494,.57561612,24290.332,50
36522,.19618423,44844.109,50
36524,.18554786,66231.453,20
36596,.75572413,7683,50
36697,.74727142,20400.941,90
36774,.46503133,8000,70
36849,.11337105,16326.995,50
36891,.19836392,23285.264,100
36893,.19580223,28645.967,95
37001,.67658395,44717.246,50
37011,.1519303,64751.027,30
37042,.21101332,80991.258,50
37286,.19448084,33600,100
37299,.26035184,32800,100
37459,1.369871,34631.66,50
37504,.42202601,78268.852,100
37521,.79341221,35483.594,0
37665,1.6762031,48335.188,0
37677,.25371897,33921.02,0
37721,.16190724,29874.945,50
37808,2.2054579,93253.281,50
37810,2.8744621,4100,0
38014,.42602441,28089.738,0
38016,.20447658,22870.887,50
38018,.16074233,32930.531,50
38095,.27881849,34529.262,0
38106,.16476089,42416.336,10
38112,.19552383,55195.074,5
38118,.16476089,41882.934,10
38121,.16536067,52622.68,95
38128,.7170676,9100,0
38135,1.6020647,19993.547,0
38169,.43421826,32625.15,0
38177,.7120738,22470.617,50
38183,.79091376,71856.453,50
38255,.33078569,27355.816,0
38261,.16525823,26675.463,0
38272,.24159138,29424.584,0
38316,.55865514,88010.477,0
38319,.2502895,29609.498,70
38349,.38339108,42854.891,80
38362,.32264748,27169.012,100
38481,.28772339,21481.66,0
38489,.2981171,68824.781,80
38493,.24256061,70590.148,0
38495,.28753287,65393.48,0
38496,.32162565,9627.0762,30
38499,.28295159,26169.756,50
38554,.36586431,159609.5,30
38797,.55600768,18522.66,0
38800,.42664838,35744.527,0
38871,.18784584,9000,50
38877,.19462745,33024.25,70
38885,.17135304,35244.348,0
38903,.57931572,12800,50
38909,.46668664,32800,50
38913,.16513355,21356.65,90
38939,.26612043,34307.535,50
38940,.4854548,28128.494,20
38957,.17412497,21808.879,100
38964,1.9598691,20518.303,50
38967,1.7465637,37443.242,50
38977,2.5905738,75569.883,0
38979,1.9484754,20217.256,50
38992,.46164268,95511.836,0
38995,.4174436,47633.793,0
39055,.17596796,34747.992,40
39056,.19957082,88450.672,75
39057,.17405728,78149.891,50
39058,.16930982,16925.328,10
39060,.19117808,16911.66,20
39061,.17596796,34544.84,50
39083,.85100079,38009.5,0
39086,1.2553976,57407.309,30
39095,.90885037,35858.523,50
39111,.34472257,17451.166,80
39218,1.4801804,34533.395,0
39227,1.7397685,15496.332,0
39259,.64995372,23417.91,20
39284,.18143427,70227.328,70
39317,.23528121,49750.371,0
39318,.28686219,42231.66,30
39351,.16107857,15733.337,100
39356,.16107857,23018.119,50
39433,.8623693,31084.254,100
39436,.81480175,36032.332,50
39441,.78219622,28258.133,0
39485,.84994578,99829.461,20
39486,.54444742,66497.125,0
39488,.45630708,30481.361,50
39491,.50113124,53515.219,0
39542,1.3078009,16740,0
39581,.51333737,34710.059,50
39697,.25812998,53586.27,0
39907,.6543678,30359.506,50
50052,.31060582,7839,100
50060,.31020409,44635.91,50
50085,.18467325,11387.779,100
50135,.43838733,43783.43,95
50150,.1297905,28504.723,60
50178,.65412319,5330,100
50231,.51140308,24100,90
50232,.56878275,14845,100
50274,2.3295934,31413.902,0
50281,1.8703399,48807.082,20
50618,.46559465,57763.93,0
50674,.2680662,35429.75,0
51013,.35818282,44200,60
51185,.26009127,44260.535,50
51297,.18194316,49389.855,10
51351,.18554598,40817.609,1
51352,.13751943,26546.842,25
51363,.18485636,14064.269,99
51444,.93763763,30821.66,50
51467,1.0489774,21988,0
51544,.32223439,37685.168,70
51719,.1636118,39733.156,0
51733,2.346478,22077.346,100
51792,.36979437,13015.83,0
51895,2.2027032,28592.082,30
51900,2.0616481,42252.223,30
52400,.3279222,8060,50
52455,.17981666,20529.807,99
52478,.39759308,34000,100
52505,.28379089,24890.725,20
52700,.26101243,28293.281,100
52716,1.1671565,17961.344,90
52718,1.1728202,18201.543,100
52733,.25977626,10908.255,50
52736,.25126788,22575.969,80
52985,.3142072,41477.754,0
53006,.31915188,43456.379,70
53008,.3619602,60557.141,80
53028,.26543337,11062.664,90
53081,.75251335,64295.422,10
53085,.97051328,31535.738,90
53086,.88895559,28832.309,60
53108,.54482198,74467.766,0
53109,.72810292,22587.227,50
53202,.20338462,41085.59,20
53225,.50993109,50620.535,100
53234,.59409249,40130.707,100
53373,.13325325,50733.023,0
53380,.15707231,24750,0
53520,.27594051,25869.953,50
53549,.23026627,57598.645,30
53552,.85645795,11520.51,0
53564,.23617092,53540.422,70
53596,.80518514,20617.93,0
53666,3.2522151,27628.625,0
53741,.17909242,16841.486,0
53751,.19776489,17025.328,10
53849,1.73314,45998.313,0
53871,.19352892,34031.66,10
53997,.48500943,51715.891,30
54143,.67674744,40659.961,0
54279,.23717315,31437.992,50
54683,1.0826697,43008.996,100
54694,.53346449,23533.371,93
54763,.83433008,42477.109,0
54949,.23625702,48342.992,30
55094,.22164865,32348.881,50
55104,.21128966,41801.691,50
55147,.18366067,40296.871,50
55209,.16804519,14820,20
55300,1.271009,9000,0
55308,.13124356,14390,80
55333,.43866342,24823.051,0
55349,.3574661,17951.574,50
55425,.30305853,31871.533,50
55430,.18232682,33911.008,100
55636,2.0641828,63803.328,50
55774,1.639385,26990.199,70
55799,1.6674094,39295.898,30
56251,1.7154769,21648.744,70
56262,.44362891,17326.32,40
56270,.45657328,28368.33,50
56465,.21678127,15599.112,50
56529,.16978922,54031.895,50
56563,.14346948,19829.15,0
56572,.16368057,15789.652,0
56577,.16190724,21998.654,50
56582,.17186531,44288.371,50
56603,.87438047,47131.227,5
56610,.73141074,26152.664,30
56624,.7924186,46417.938,10
56656,.24609236,48965.129,20
56658,.21390542,66869.313,0
56677,.21253915,51923.883,10
56680,.19664158,31891.723,0
56686,.22301742,50138.969,0
56701,.17774974,16743.32,50
56721,.20393334,52810.141,30
56761,.42905354,77250.648,1
56762,.38234824,48042.863,20
56926,.64293814,33632.664,50
57027,.29878411,25849.041,0
57042,.23425804,19800,50
57043,.25870502,19436.65,60
57086,1.1175187,45314.383,0
57138,.30463025,91737.172,10
57217,1.0115776,25600,0
57232,.86585867,10520,100
57374,.13928571,25019.506,30
57546,.25120655,39115.656,50
57547,.20514964,37563.313,0
57609,.17762969,53034.895,99
57615,.17014921,29174.912,1
57616,.1477875,34300.656,50
57621,.18956397,74820.656,50
57670,.48998988,34141.539,100
57779,.28306103,31923.994,90
57911,.33991578,81631.664,0
57962,.37874156,50995.973,90
58042,.47264558,31487.352,80
58053,.47684869,32868.809,80
58055,.37874156,63426.594,70
58366,.26247147,33882.551,50
60078,.11397391,2100,100
91008,.45529351,76079.547,50
91010,.29948702,19681.66,50
91043,.73985088,18044.324,0
91067,.30306211,25272.861,0
91068,.96325517,16837.992,100
91071,2.4940495,48719.195,30
91074,.5519796,43755.793,30
91079,.1915341,34140.582,80
91081,.32513192,27479.117,0
91095,.2286841,36474.281,50
104002,1.6508532,46456.563,50
111052,.23130278,43084.625,80
121067,.30261764,22764.561,100
138091,.31915188,53772.805,80
138399,.28741172,47117.547,80
145007,.65745944,58852.055,40
145012,.53424323,25218.996,100
176011,.1980416,43347.07,50
176019,.23483796,16647.502,20
176057,.23347272,19305.049,0
176061,.2322937,19811.66,10
176068,.19656515,42461.809,0
178001,.15749733,16131.302,10
178058,.23716447,23331.119,50
188054,.99261785,34838.184,50
193016,.17774974,12393.799,0
193026,.1672156,61456.352,0
193082,.24205485,42787.813,50
213440,.52776635,47084.395,60
215011,.13268104,17156.965,50
215018,.13124356,18102.598,50
216022,.14837515,39373.559,35
217081,1.4053146,31548.549,50
224028,.1796041,42415.219,50
224048,.17146428,13769.98,50
230003,2.0113499,32744.393,50
230029,1.5685188,43114.609,0
230030,1.8922874,18263.32,100
230037,1.5838912,52854.551,0
230039,4.9272947,6476.7314,50
230043,1.851462,11960,0
230048,1.8922874,16393.996,0
237003,.7797218,60557.375,100
238055,.55735719,54768.305,0
243067,.24691197,60089.375,0
244013,.45703387,27853.775,70
244058,.54030097,28664.84,70
244064,.61669707,27000,100
250005,.21207841,10050,0
250010,.25481439,5400,100
250037,.26613116,8640,100
250039,.19242185,8400,30
250056,.33189067,15531.66,50
256015,1.4298667,20744.301,0
279054,.14470182,15600,70
282083,.23236926,11445,40
282089,.20707898,42080,100
284086,.1200985,20601.404,50
294039,.42308658,34164.324,25
310002,.14248937,16001.063,50
310005,.1275726,26445.439,60
310051,.12927446,20737.928,40
310066,.10833627,26666.957,100
321009,.5965898,32419.637,70
330057,1.9484754,21796.922,0
332080,.44294792,52702.293,0
333081,.14887728,73752.672,70
350035,.60861748,54725.379,30
350068,.94159484,15630.406,100
355063,.47394988,25772.924,50
365034,.12127758,19426.904,50
387029,.16297485,43659.27,20
389029,.16103205,29425.756,100
389045,.24734487,19222.162,90
389084,.23220088,16012.664,100
500001,.46506417,22089.867,50
500004,.62114531,10027.882,20
500026,.25067171,44774.176,40
500088,.56382334,16900,90
500090,.22335933,20562.113,80
500160,.14277978,42269.324,50
500176,.12834746,20942.941,50
500180,.18363592,33269.684,50
500328,.51895297,25968.373,30
500356,.56999874,9600,40
500388,.64221865,7000,100
500412,.56382334,15878.996,80
500477,.67624962,50035.469,20
500573,.1970907,39972.82,50
500575,.15391022,28317.645,30
500576,.15312926,19475.834,20
500584,.22120112,48358.598,20
500586,.22692177,34671.66,50
500594,.16882528,12780.27,20
500620,.16133387,22689.564,20
500669,.28897783,34225.328,50
500674,.19299489,40745.867,50
500682,.22481546,40586.746,0
500726,2.0455568,41342.797,50
500751,1.133998,34284.922,0
500784,.46398196,51458.84,50
501048,.2370344,16349.894,0
501059,.36011899,43701.18,0
501068,.19732332,16985.086,0
501082,.24573308,40544.363,0
501374,.20940898,32314.906,0
501444,.57945329,42318.953,0
501485,.16183855,54045.035,50
501492,.25459573,26772.215,0
501569,.49764827,53319.023,40
501627,.4530693,14886.166,0
501664,.62991911,45590.563,50
501694,.60132837,30018.012,100
501697,.36011049,21595.906,100
501723,.35797682,50631.66,40
501777,.32437694,61161.063,0
501816,.56410193,34686.512,50
501874,.56094396,48353.629,60
501978,.3628419,159328.2,30
502025,.16657521,75514.953,0
502060,.16310613,24531.66,20
502144,1.1141614,48163.406,50
502157,.25797653,25863.32,40
502248,.85135764,10235.46,50
502355,1.6661381,47791.164,0
502360,1.2331761,15325.147,0
502364,1.2127242,24515.838,20
502366,1.3487401,8250,60
502383,1.2331761,16390.656,100
502386,1.2331761,10773.34,0
502711,.41932383,62778.766,0
502772,.83380532,48513.68,0
503308,.79642069,44912.418,100
503431,.72021997,37557.211,20
503487,.79642069,46651.156,50
503560,.49947488,40990.094,30
503561,.36234471,70149.352,50
503593,.66843081,29992.512,0
503674,.24600226,89460.297,50
503703,.21758555,59583.559,50
503757,1.6797751,30976.926,1
503788,.86217165,37850.82,90
503804,.86217165,47041.547,20
503850,.47115338,73622.313,100
503931,.74027538,83313.25,10
503950,1.2705209,29798.445,20
503959,1.0202701,14306.332,30
503981,.73145932,44558.902,80
504091,1.7232317,19850.656,0
504110,.27622581,115268.67,0
504112,.25288504,15315.351,0
504125,.23276551,35914.121,20
504129,.29288766,17478.547,0
504138,.30314445,44231.66,20
504157,.30695751,30122.303,10
504359,1.7368551,70116.602,50
504363,1.9386357,19146.084,0
504380,1.9484754,34680.465,40
504395,2.3141339,50527.586,0
504453,1.6258795,49228.684,10
504483,.94504905,66073.813,100
504490,1.1907166,43518.52,70
504541,.27283627,18666.85,0
504551,.19661561,16529.25,0
504578,2.3601992,16080,0
504584,2.6348233,41206.332,0
504719,.1866325,33389.234,0
504730,.20724314,51276.508,95
504743,.22515659,12600,0
504792,.1457537,59574.25,80
504821,.26804823,50307.191,50
504872,.26509812,15068.996,30
504885,.31846064,6506.332,60
504886,.30143306,42216.008,60
504889,.21193855,56690.191,0
504921,1.8942032,40699.641,25
504937,2.763726,27831.66,50
504956,1.6957235,38405.418,100
504965,1.5814524,18268.996,0
504988,.14887728,51305.418,50
505022,.16414063,15900,0
505167,.26103124,25604.09,90
505228,.78269178,51809.301,0
505238,.76504785,13390,0
505243,.80597395,68316.477,0
505285,.41855794,19913.033,10
505307,.65923786,22977.236,0
505322,.66647452,39739.93,30
505334,.81719035,19086.018,90
505390,.48256528,101778.13,0
505407,.17796165,21377.043,50
505416,.17796165,22057.221,10
505417,.3804405,8006.332,10
505418,.16476089,38115.066,50
505421,.16172168,9269.1279,50
505424,.24195015,43501.777,50
505425,.17796165,26864.502,50
505430,.15651049,40177.297,50
505433,.22203383,70458.867,2
505436,.20643416,68102.367,20
505439,.14617495,81794.961,10
505442,.17463638,18392.818,40
505453,.21497154,90282.352,10
505454,.17463638,9400,30
505463,.16074233,51694.574,50
505469,.21854427,95406.102,10
505477,.75652212,85395.586,5
505517,.69005203,36915.445,50
505523,.7966581,3072,100
505525,.68983674,62259.137,50
505534,.72995073,31343.248,80
505540,.80140728,14721.873,50
505548,.737755,31239.967,50
505566,1.2748567,12918.348,20
505576,.78811622,22142.229,0
505594,.34864601,33404.32,50
505606,.41938096,56231.965,0
505655,.78631526,70274.578,100
505672,.7373203,125022.17,0
505681,.78683627,27666.631,50
505768,.28788313,40102.508,0
505771,.24258873,123015.17,100
505798,.79702258,77672.727,50
505806,.24997658,37876.285,50
505810,.38281399,121411.52,50
505818,.37059847,83234.359,10
505820,.33643639,52321.164,50
505833,.28772339,12641.66,30
505839,1.0182281,44573.988,50
505850,.72810292,23620.145,0
505881,.4026728,61046.664,50
505979,.48930475,33552.832,80
506007,.48400357,24415.99,70
506025,.43586865,49013.707,70
506100,.64859301,12341.822,50
506107,.67938328,36562.664,50
506112,.64859301,21517.645,0
506126,.18812005,40500.637,0
506152,.3168548,29432.617,50
506153,.25992784,31163.459,0
506184,.24710514,57526.215,50
506195,.27469629,17981.66,50
506374,.24064231,14757.226,0
506385,.25036657,56758.813,0
506389,.2150556,18068.344,0
506396,.36694819,37743.332,50
506402,.45628726,22537.162,100
506410,.68647832,44783.277,100
506411,.54011446,34919.98,50
506413,.72228801,41462.957,0
506418,.50667709,20564.219,100
506446,.30745983,32700,50
506458,.40290937,47641.152,50
506492,.29154059,35296.164,0
506512,.27410373,6305,100
506520,.19088008,50162.848,0
506527,.25380492,23466.273,70
506565,.13630345,77527.953,100
506591,.2169365,42942.75,0
506601,.21130513,17260.189,0
506608,.21130513,17634.98,50
506613,.18121116,19334.332,0
506616,.18426718,27565.09,0
506619,.18121116,20900.41,0
506628,.51577151,83764.602,50
506657,.79376334,62523.656,0
506666,.80327326,51031.66,0
506680,.15184292,23039.652,0
506729,.25589466,12672.216,25
506736,.23811547,32751.439,25
506738,.31004116,34924.371,50
506753,.98011255,45497.383,50
506758,.89600253,41327.883,100
506759,.96336401,30915.984,80
506767,.89600253,156438.78,30
506772,.89328396,110911.42,50
506798,.16701631,30700,50
506799,.24739899,103699.34,50
506849,1.1057053,44618.586,100
506889,1.1178159,27183.428,50
506894,1.1593626,49277.516,70
506979,.25255403,77321.508,0
506997,.42838374,100976.64,0
507037,.15634966,56601.453,100
507078,.18817694,18141.332,95
507081,.23084353,48826.043,98
507111,.17961915,24754.443,50
507147,.9334622,59074.953,50
507151,.74401039,56763.977,80
507157,.80832028,3485.3281,80
507168,.80362105,19668.496,50
507172,.20915788,17252.664,80
507175,.1769878,33794.945,50
507181,.20794193,18482.547,50
507182,.2103605,39479.5,50
507185,.20914799,62388.602,50
507190,.66647118,99008.258,0
507260,1.0352482,22074.172,98
507282,.67892957,56548.344,93
507287,.84666669,23484.453,85
507303,.87504452,34395.582,100
507304,1.4833542,33625.93,10
507316,1.0826697,38800.328,100
507319,1.0709139,22302.799,100
507322,1.4252852,50189.961,50
507329,1.2187431,41165.223,50
507336,1.048233,51581.66,100
507359,.19082515,58759.508,100
507360,.24150001,105244.37,50
507401,.2470057,19863.32,0
507419,.16369765,64454.672,0
507425,.2273062,53162.699,50
507426,.21009552,27286.641,0
507431,.16434152,34425.328,50
507441,.17435426,28502.619,1
507444,.13933726,27118.996,40
507455,.18824753,104851.22,1
507477,.1318928,15644.324,90
507509,.16285399,16163.942,0
507529,.16384912,46158.508,50
507541,.19840148,35813.02,50
507542,.27947089,19761.891,20
507544,.17517041,50579.035,20
507547,.17629422,16644.475,50
507552,.25105107,25344.477,60
507557,.73942173,17895.984,30
507573,.68059337,65617.148,50
507580,.87307912,43794.008,10
507638,.14715448,24213.977,50
507640,.18406905,31817.619,50
507644,.17691618,58265.211,25
507656,.18717326,10400,1
507663,.18490735,49071.695,20
507675,.13514842,19917.533,50
507680,.17927761,29192.664,90
507691,.25209564,20003.867,50
507693,.22528353,42178.949,1
507724,.42604911,21251.059,40
507728,.33863419,27774.723,50
507750,.56153607,43416.465,25
507823,.17164433,55303.113,99
507839,.20378001,30127.648,1
507843,.19115902,23627.225,50
507863,.27095503,28503.297,1
507905,1.384715,26920.688,100
507908,1.3585885,23767.066,95
507912,1.4543254,15776.873,50
507913,1.6675591,16104.901,100
507924,1.3526791,18707.848,100
507998,.90739268,64304.074,50
508046,2.0714986,15003.386,100
508152,.36280072,27142.908,0
508240,1.2078589,77594.984,10
508305,1.2839509,9758.2314,50
508505,1.2210884,38989.961,50
508861,.20773397,76418.148,80
508922,1.9214101,54487.594,30
508984,.47370145,9564.5469,90
509054,1.8449759,15987.17,30
509057,2.6223569,21009.498,10
509064,1.8651835,17889.494,80
509068,1.8249428,14507,100
509069,.19342208,24505.256,100
509071,.18942748,21700,10
509074,.2349399,37788.348,100
509076,.32096857,38865.102,30
509108,.19472934,48500,0
509120,.28375155,24978.996,50
509123,.1654603,12600,0
509139,.25032887,25918.996,50
509366,.23938233,40524.707,80
509512,1.1139553,20663.773,0
