nquest,pesofit,y,riscons2
851968,.74639803,30146.611,50
851982,.90637922,14800,50
852021,.30116582,35617.703,80
852058,1.6954813,29044.525,70
852070,.65284878,27295.258,40
852074,.23057586,19336.652,20
852115,.41361555,47780.121,50
852120,.72984433,45586.145,0
852130,.45446903,26073.305,50
852134,.82169992,0,50
852140,1.4095403,39200,50
852204,.27011546,20764.074,70
852283,.43840149,15203.665,100
852304,.91457385,6400,0
852321,.50034326,46683.137,30
852330,.23371787,5.0035181,30
852332,.90950501,9900,20
852554,.14548241,20779.887,100
852573,.59201884,24956.898,0
852574,.20860736,43747.57,20
852595,.18156086,11900,100
852658,5.8621454,9269.5996,40
852762,.51960164,73636.172,0
853073,.69243872,41395.758,70
853175,.35580069,11700,50
853279,1.1771066,21601.695,50
853296,2.2092211,12481.303,60
853318,1.5634419,18600,50
853352,1.1085445,26019.475,0
853354,4.9043274,37768.844,50
853565,.57212496,30318.326,30
853569,.36475843,24791.633,50
853617,.20253532,41295.297,5
853765,1.3783514,27577.607,50
853801,.33100706,34114.973,50
853849,.2052034,13556.494,0
853854,.22098012,10460,0
853875,1.7915418,20513.338,40
853911,.35650921,105072.64,0
854058,.24163625,89698.008,30
854070,.63538265,25936.652,20
854074,.1945695,41805.629,0
854078,.20557863,10695.498,30
854081,.22681957,45344.613,30
854108,.23399152,39116.391,30
854112,.71881324,29426.895,50
854163,.8273226,40812.625,0
854188,.8273226,32278.326,0
854197,.57258028,16124.661,70
854223,.40496537,20306.002,100
854306,.25859091,41283.82,50
854346,.4052498,20003.666,50
854352,.4565638,11407.85,0
854385,.33962804,13834.814,50
854393,.45770374,15608.249,0
854406,.33962804,15207.33,100
854435,2.627713,39001.465,50
854460,3.7894323,21000,50
854501,5.8621454,19003.666,50
854534,1.3300837,32229.322,0
854535,4.3087578,12500,100
854554,.34080866,12800,0
854559,.4518424,42429.32,0
854592,.17964357,15150,50
854593,.28143558,6150,100
854714,1.0745347,17855.656,50
854730,.72335351,38738.754,50
854762,.49452242,10850,70
854858,.33653894,25001.992,50
854862,.63423759,54063.207,0
854970,2.0449483,16311.481,30
855004,2.4751003,24612.723,100
855035,2.0825624,27587.447,0
855088,.30496797,10405.873,50
855111,1.6404183,75966.813,0
855135,2.0540795,48119.918,0
855181,.30182084,49852.805,40
855238,.61121798,39888.828,50
855259,.42072803,54179.484,50
855268,.49435273,19653.666,100
855295,1.5739521,17733.656,0
855308,1.3755063,37085.32,0
855344,2.029686,43610.996,0
855371,.17843035,18364.66,100
855376,.27922365,62534.227,50
855396,.35568589,40220.234,100
855402,.47978166,30832.783,50
855417,.56158024,15170,70
855468,.36558309,19614.66,0
855534,2.3019822,28549.322,100
855681,.1535047,26136.652,50
855685,.1621903,19223.824,50
855780,4.6563764,16028.107,50
855790,1.3218354,46310.195,0
855792,1.3218354,47591.633,50
855809,1.0415084,19105.326,50
855839,1.6274878,53112.863,0
855991,.25655928,70593.117,40
856128,.24825548,18935.307,0
856134,.6986872,16600,0
856150,.2539838,30944.518,50
856177,1.1139342,45111.672,60
856218,.54954296,31432.824,40
856297,2.8558075,148824.84,0
856322,.93625075,12815.975,0
856327,.82857525,17107.059,0
856328,2.361294,25318.326,50
856363,.25052035,19562.311,0
856374,.23710452,41249.355,100
856430,2.6085947,22444.467,50
856674,.36503464,75376.703,0
856688,.79528832,41939.008,0
856708,.46748388,54166.063,20
856731,.7172814,82228.18,20
856759,.53952932,32711.773,50
856963,.6004346,16586.611,80
857044,.88065529,12618.248,100
857107,2.2382667,37931.551,30
857172,.79445887,31716.881,0
857273,5.4234629,29155.115,60
857353,.77497631,31996.209,0
857398,1.5886196,92611.758,0
857466,3.111681,37579.109,100
857467,5.8621454,22585.02,20
857514,.90585846,21414.66,70
857521,.97562069,15100,100
857549,.28968316,11902.144,80
857621,.62451583,21211,90
857670,.55582792,24231.467,0
857679,.7518183,69541.625,0
857718,.67634642,31495.758,50
857741,.62451583,13000,70
857856,5.106884,15018.326,50
857914,.5040291,13045.498,20
858214,.94287956,3000,100
858238,1.3213832,24811.568,60
858353,.62982923,23524.637,50
858445,.32216287,4800.8882,80
858474,.24748062,46829.453,40
858481,.24327143,29241.758,30
858534,.58933353,34007.332,80
858712,.43370232,13921.991,0
858735,.51200795,23622.27,50
858811,1.0447787,56396.328,0
859244,.69199908,34358.328,90
859261,.41063273,213438.38,50
859293,.20629646,26087.217,50
859321,.48909393,80237.023,0
859360,2.0462804,21600,0
859449,.26411214,36518.328,0
859456,.44577169,51463.766,40
859459,.4968842,75658.273,0
859507,.50730747,17800,100
859573,3.8758714,7001.8325,100
859587,2.9920564,25737.752,70
859588,4.6353359,8200,60
859592,2.0763061,75652.086,40
859597,1.0327429,36337.66,70
859611,1.1795443,63474.969,40
859616,1.0327429,17618.143,50
859696,.40331247,5400,50
859908,.52166098,24429.322,0
859913,1.2620418,8200,100
859920,1.4048612,23403.666,100
859946,1.8794929,12886.635,100
859993,1.2967933,60739.656,100
860092,1.0581764,115786.63,0
860095,2.6283987,55036.652,50
860127,3.577142,72723.789,50
860164,3.5077708,18040.318,70
860182,1.160032,23461.377,0
860328,.22204313,14600,50
860353,.85598552,17100,100
860381,1.039049,32640,50
860525,.54980087,41656.574,50
860573,.18957882,18008.549,70
860684,1.1072309,29942.633,0
860688,1.5553582,84351.594,100
860704,3.1199431,42729.898,60
860726,3.6905417,22674.838,75
860757,2.7594609,29500,0
860780,2.8096714,16000,0
860783,1.9803272,16300,20
860787,2.3515775,8887,50
860799,1.9433496,28703.666,100
860820,3.6741319,23462.311,50
860826,1.468292,30801.314,50
860900,.37957567,23138.244,80
860929,.52782601,22849.365,45
860940,.58127016,72440.781,90
860963,1.0370955,6128.9844,10
860977,1.1322873,10805.447,100
860985,1.5495377,104478.63,50
861061,1.0020789,74897.656,50
861065,.45117378,44198.895,50
861272,.83869636,19000,60
861452,.24505687,16357,50
861471,.42427227,31407.33,50
861502,.25189,26908.57,20
861508,.45479757,6500,20
861578,.19359981,19100,100
861581,.23634954,37031.055,50
861584,.20813163,31401.836,100
861731,.44559208,21800,90
861752,.22569525,10660,100
861850,.25840825,25980,100
861949,.40404412,46805.309,100
861954,.27083647,22694.697,20
861992,.62627184,24460.225,0
862003,.93217534,26886.135,50
862007,.98737228,8651,100
862012,.66598254,46393.793,0
862062,.86563182,24807.33,50
862075,.24902028,27255.469,0
862080,.22537158,53368.883,0
862146,2.6769519,32641.832,40
862150,2.797611,40018.695,100
862168,1.9711659,33096.102,20
862302,.75688905,40700,80
862303,.44200873,20450,0
862314,.38627976,30804.156,50
862358,.72822881,10400,60
862416,.88108993,24000,90
862424,.59370327,24766.906,40
862455,1.2530559,47248.215,60
862462,.49537566,24018.326,80
862466,1.2641002,6003.665,30
862503,1.1406637,63300.984,0
862583,.75438976,49269.223,0
862590,2.9483039,49040.316,100
862604,1.701704,37830.637,50
862789,.9493674,14511.665,100
862824,1.6213756,15200,100
862826,1.6213756,15000,100
862853,.35490397,26872.268,50
862877,.60764378,15310.996,100
862939,.3508628,80152.156,0
863078,1.2887497,77309.961,40
863087,.5653736,15700,70
863099,1.1113541,17802.932,90
863223,2.3824666,20169.164,0
863239,.31295696,56606.355,60
863308,.52966362,60254.191,0
863331,.52083623,26018.326,0
863333,4.0834537,13650,50
863387,.46557921,68465.672,40
863397,.31942263,86845.789,70
863402,.37236723,73860.328,20
863430,.23460811,48020.145,30
863447,.84155244,43089.961,50
863451,.75205225,31010.242,60
863458,.23460811,38299.332,60
863542,1.3204341,10406.598,55
863575,2.3617861,20531.701,50
863673,1.2354271,70014.664,50
863684,1.8923248,67821.188,20
863863,1.4115107,60926.715,0
864040,.24940284,98198.547,0
864120,.60201401,38095.883,0
864133,.99332231,54053.387,50
864138,.93602598,7257.2036,30
864156,.79000902,32038.061,20
864213,3.7179193,23503.215,0
864395,3.2619691,9125.6572,30
864441,3.1498253,23869.322,40
864452,3.2692366,31636.652,50
864456,3.8757081,61102.051,50
864457,5.8621454,25263.941,50
864458,5.8621454,27418.326,50
864473,5.8621454,33503.664,50
864477,4.1245227,128060.35,0
864482,4.6535039,21214.613,50
864754,.49761361,14304.116,90
864809,2.5697355,71553.047,50
865142,1.1709601,32516.059,70
865155,.43216336,17506.148,70
865192,.53471649,8450,0
865202,1.1735125,35281.004,0
865323,1.8704685,39560.34,90
865357,1.0503231,22004.215,20
865481,.28087896,25661.832,100
865483,.38782585,11005.982,50
865491,.24949342,9800,100
865494,.2172053,22244.568,20
865498,.23077889,23888.666,50
865500,.38614571,26507.123,40
865504,.23048717,18446.492,50
865515,.1552178,10800,100
865680,.17208335,28217.705,30
865764,.21652855,15331.959,0
865780,.24740653,40226.828,20
865806,.98412985,57874.246,50
865882,.49352801,63954.527,0
866028,.48454431,48516.207,0
866035,.51196074,16905.107,100
866041,.47361594,15906.494,100
866071,1.6125168,69776.984,0
866106,.68104905,32169.641,50
866220,.63112521,21456.992,30
866382,.34448031,19212.828,50
866386,.17597349,33460.004,50
866387,.32628599,40300,60
866452,.95923275,19210.779,20
866489,.37513137,9091.5654,100
866507,.84556657,47870.371,50
866541,.97049141,19003.58,0
866855,1.1900824,24667.697,75
866960,.1963892,30022.764,100
866985,.46394372,14280,50
867003,.77307242,59010.379,50
867008,.33325294,18960,50
867019,.34511781,19200,100
867025,.34511781,12841.251,60
867090,.17262769,14402.385,50
867104,.21861224,25507.416,50
867114,.22661978,7563.665,30
867201,.89501703,24975.324,0
867205,2.928117,46743.898,40
867275,.58302343,23014.66,0
867318,1.7256457,13112.622,20
867344,1.1893771,94068.898,0
867373,.78773385,36345.613,0
867433,.76766801,10203.665,0
867462,.7102161,110162.45,100
867498,3.1284723,34357.809,0
867505,2.6963212,15640.396,50
867522,2.4942846,19500,50
867653,.80807024,26322.881,10
867674,5.7398696,11003.665,20
867686,1.2066691,28570.615,100
867784,.26535067,66229.797,40
867799,3.8105712,38200.008,50
867801,1.2400037,32342.961,100
867914,3.2198946,16900,50
867925,1.2023275,24432.973,0
867929,1.2806708,22310.996,0
867993,3.1318381,25880.637,50
868013,2.0075183,20675.633,80
868093,1.9371825,24000,100
868098,3.6514602,49514.66,30
868165,.94555891,35525.656,30
868231,3.0114324,20005.764,100
868264,.56261951,36732.988,67
868280,.43640661,8400,100
868283,.47979632,28856.135,100
868294,.79585195,10000,100
868337,.3971217,25202.373,0
868406,1.4846152,42036.652,40
868456,.86127883,48712.316,50
868463,1.1024945,40259.965,50
868474,1.1511412,45436.773,50
868478,1.7557892,46271.039,50
868483,1.3492599,33428.109,50
868489,.2199731,16306.021,40
868500,.24556224,11400,50
868504,.31941035,26805.275,40
868505,.30963933,31200,60
868564,2.40977,3600,100
868583,1.7876796,41999.926,50
868697,.26242071,27069.471,50
868805,.87590396,49321.496,50
868843,.15196304,17919.133,50
869003,.86922085,31137.836,50
869006,.63677931,38846.746,100
869019,1.3330752,0,30
869021,4.4101043,25043.314,50
869022,3.3796787,22216.494,100
869023,1.6561565,18165.744,0
869042,5.8621454,17807.875,100
869043,1.1832477,45115.496,40
871009,.38254434,4800,50
871078,.32405043,11720,50
871085,.29559743,62809.957,0
871090,.28413516,34019.32,50
871145,5.8621454,12010.317,50
871191,1.8901993,111044.92,50
871218,.53546208,14500,80
871237,.39964768,18844.008,100
871242,.24639943,18029.389,0
871268,.24639943,9501.2568,0
871272,.50704896,3024.5166,100
871273,.22476453,41930.898,100
871320,.42095467,56365.07,60
871385,1.6455339,16262.883,0
871395,1.551793,36986.715,80
871412,1.2991725,45944.215,60
871440,1.7034385,52485.496,100
871442,1.4231373,17771.992,0
871461,3.2627254,51638.785,100
871470,1.2321439,53355.766,50
871517,.41867092,16704.912,50
871521,.42591497,29545.816,60
871533,1.5571615,15010.996,50
871572,.25250241,26865.48,100
871580,.23141885,27200,100
871610,2.0793436,16036.652,50
871617,1.919997,18062.875,0
871618,2.9097466,16005,0
871631,5.2679362,20216.926,50
871634,2.0078576,22704.949,50
871642,2.0793436,9002.2217,0
871695,.52510434,9600,100
871697,1.341339,74920.148,50
871747,1.9365883,12180,70
871798,2.3715408,10287.338,100
871807,.56726843,11351.833,0
871811,1.0846236,25343.477,50
871886,.28400525,15107.33,50
871892,.4341085,16010.996,0
871903,.58633411,26014.66,50
872005,.41840434,31226.652,0
872027,.30116582,9610.7354,80
872065,.78484827,21441.588,50
872073,.55969429,38592.719,50
872077,1.1018859,73391.484,50
872082,1.2614912,29705.527,50
872107,.22223124,16856,20
872112,.28256592,53375.715,50
872122,.38542536,6900.2197,40
872125,.28710917,75102.93,20
872133,.19276805,38901.832,0
872161,3.3822157,14036.652,0
872166,4.1357102,8701.833,100
872190,.6309309,34552.484,50
872192,.31301606,24250.637,0
872199,.44123548,42054.98,100
872217,.30225483,28341.633,0
872228,.92641115,11407.33,0
872229,.43180865,74083.266,0
872233,1.4621301,16843.982,0
872261,1.2572347,31036.652,0
872306,.26475224,52988.707,60
872312,.76609558,17456.965,100
872357,.29616365,73275.445,30
872367,.24211374,5400,60
872377,.47280648,19802.932,100
872385,.56403393,10000,90
872407,.53073239,20257.686,40
872413,.38979,21937.689,50
872417,.2550109,26632.188,40
872422,.27117684,43703.656,30
872432,.51987398,52854.98,50
872433,.72742325,18030.01,40
872434,.940368,22001.838,50
872443,.69095999,20623.305,40
872450,.76441795,54721.238,40
872555,.21671289,34529.121,0
872556,.40152663,31613.254,50
872572,.32544562,22970.842,50
872583,1.2991517,31595.656,60
872602,2.2523012,85936.664,20
872619,1.6334956,25166.127,20
872633,2.3869584,5913.5361,50
872646,2.905087,15000,100
872661,1.6176915,42875.203,40
872698,.56133288,9600,100
872702,.60448998,8400,0
872710,.44156715,13698.326,30
872732,.15099771,27966.453,0
872747,.19679327,52414.66,0
872748,.20688903,47838.082,0
872750,.16607049,34197.137,20
872781,.34239325,34100,90
872794,.17813809,12808.613,80
872795,.22292802,12050,100
872847,2.5377142,20018.625,40
872919,.30105758,11300,0
872924,.4751614,14003.665,0
872930,.34026033,38876.738,40
872935,.30105758,15230.181,20
872951,.54136157,147414.98,0
872963,2.9345684,102262.58,50
873011,.63015139,38830.555,70
873023,.29878628,27162.324,40
873037,.39200917,6509.1631,100
873042,.15538457,27009.164,70
873043,.59005451,14007.33,50
873048,.30937922,19012.828,70
873052,.46214446,27316.73,50
873072,.16836816,15218.326,10
873073,.75800246,23023.824,50
873133,.67224926,18855.363,30
873157,.67098832,14302.168,50
873158,3.1342552,18130.631,0
873166,1.1077105,63700.164,70
873194,1.5313723,36529.078,70
873202,.45321706,54391.352,60
873207,.56365228,22826.998,20
873221,1.0188771,31992.109,80
873224,.3411943,24475.207,50
873231,1.4513214,15050,100
873232,.36130294,25691.063,70
873243,.90386188,27918.559,70
873260,.36130294,30749.584,40
873272,1.1131563,27023.068,60
873275,1.3244628,53437.367,100
873279,.37226886,36851.703,30
873280,.68183857,52196.801,0
873281,.56365228,21994.123,80
873282,.34810606,29923.488,20
873286,.63901961,18468.525,70
873287,1.0518838,25756.818,70
873299,1.0518838,22906.047,100
873337,.63901961,18074.912,100
873380,.6284346,33457.012,70
873390,.57109648,18466.047,30
873399,1.7477698,15201.727,80
873401,1.0333958,32166.037,80
873402,1.9537809,15605.584,100
873457,1.3330985,15902.246,70
873490,.3843067,28766.816,0
873491,1.1133881,58402.23,100
873559,4.4624629,0,50
873588,1.2005461,17806.293,0
873597,1.1148341,21558.326,20
873607,.64994729,22182.563,40
873674,1.6775459,35468.246,100
873772,.74521929,21459.215,100
873788,.70110202,23210.666,50
873791,.66891283,21201.467,50
873809,.97618997,71605.18,50
873811,.61765188,16920,100
873859,.29935169,19525.625,50
874026,.86598498,41649.727,20
874111,.22098012,15616.494,0
874115,.42079088,2900,100
874134,.24367271,1330,100
874152,2.2996387,5260,100
874157,1.8553264,10750,70
874163,1.8700099,24190,20
874168,1.8533559,11790,50
874213,.23343894,24901.648,100
874225,.39186847,4203.665,100
874249,.43045744,32311.334,50
874274,.18451136,19200,60
874278,.43149653,16805.16,60
874294,.25850356,21002.254,40
874312,.51329178,0,70
874323,.1945695,35639.758,0
874325,.18640509,50117.289,0
874330,.2471015,54642.625,0
874347,.54972166,37546.965,30
874350,.20557863,13621.688,0
874375,.34850347,92895.344,0
874376,.2382009,17735.037,90
874392,.31894895,38071.512,50
874404,.77363449,5801,20
874514,.72067738,56569.551,0
874515,1.1631401,63010.996,0
874517,1.0241178,45755.621,50
874545,.25859091,42357.352,50
874556,1.1038672,11297.818,60
874587,.35238084,17760,0
874593,1.437644,30022.898,0
874597,1.1444708,0,100
874607,.97904128,17007.33,80
874612,.32722288,13071.665,0
874631,1.3036599,19014.326,0
874670,5.8621454,15002.199,100
874681,3.8554029,38685.188,50
874704,1.1480875,22557.82,40
874705,2.3805032,49947.199,0
874717,2.12797,29012.621,30
874745,5.3919792,10000,0
874756,2.8607035,43600,20
874761,5.5807161,23215.395,100
874777,.35294253,10923.824,0
874791,.29005152,20525.656,50
874877,1.1135051,36780.637,0
874891,1.9657646,41000.441,50
874947,1.0551786,29654.979,0
874961,1.5146917,51581.043,30
875011,.66023713,51021.992,50
875017,.40641338,12660,50
875020,.34588563,28801.785,40
875027,1.1865302,35965.656,50
875028,.42940906,25901.785,50
875044,1.1132938,14800,20
875088,.34397468,30883.682,85
875095,.63622403,43109.73,70
875096,.49804601,46631.332,70
875100,.77441072,32723.096,55
875126,.48155153,41687.375,50
875139,.68960339,38614.313,0
875154,.21537997,27112.828,15
875184,.17419201,27077.639,0
875206,.2030645,45877.773,50
875211,.88304251,14600,50
875214,.34083167,50321.348,50
875217,.28205091,26039.521,0
875221,.80763984,7013.7446,100
875224,.23961464,47852.402,50
875280,3.6701286,35592.742,100
875281,3.0217903,11205.132,10
875293,2.8226209,68084.852,100
875326,.32070985,11970.989,100
875336,.29837269,20294.072,20
875341,.32070985,21993.666,0
875365,.90433687,28319.393,0
875382,.8184548,19810.996,100
875415,.43327397,24326.449,30
875426,.41389588,49797.648,100
875431,.73272765,34402.16,100
875436,.33087286,17310.029,20
875439,.40812856,26081.07,100
875449,.99931782,30000,100
875452,3.5072625,25409.955,50
875514,.79838437,21638.078,50
875523,.46225318,17910.367,50
875527,.45646891,39875.07,100
875528,.48611385,25091.311,50
875539,.50342107,17803.299,50
875542,5.8621454,18385.494,100
875548,1.3780427,33205.527,0
875557,3.8038518,24043.656,100
875562,1.3158692,36896.289,50
875568,1.489664,37809.957,100
875573,1.4357525,39518.859,0
875577,1.4357525,28135.424,100
875582,2.0392981,7930,100
875585,3.6862559,79619.359,100
875602,1.5351174,26740.318,0
875606,1.0386294,33275.922,0
875623,2.6503742,5603.2988,0
875635,.42529604,59255.512,0
875649,.36079127,128419.91,50
875654,.24437232,36138.758,0
875658,.59824061,18041.783,100
875668,.31912771,32408.326,100
875679,.53276044,94955.383,20
875686,.74705291,45417.617,0
875726,1.1162416,18008.047,100
875731,.33197004,10803.082,40
875737,.33197004,9117.0068,100
875758,.30044386,34015.781,80
875765,.34378922,15916.089,100
875817,.45969802,46549.445,30
875851,.38092011,1187.7527,0
875855,.3176021,54934.012,100
875909,1.0215305,61824.902,20
875914,.64255887,34077.496,100
875920,2.439543,9600,50
875967,.1621903,14768.326,20
875969,.51344383,19810.996,60
875976,.19982783,1807.3306,0
875977,.51668715,19718.326,70
876017,.50434518,26616.494,100
876018,.29604355,10259.163,100
876020,.25824279,26495.574,100
876023,.21097971,18597.158,100
876037,.25195333,9350,100
876042,.89005423,22418.326,100
876052,.22848959,14650.008,100
876069,.82940954,16338.149,100
876079,.58119535,50933.883,70
876093,.45410946,45021.996,0
876104,5.4384327,7007.3306,100
876105,1.0806164,17984.301,0
876108,1.0806164,16518.326,0
876109,1.0057023,21762.311,0
876115,1.1071475,56077.328,0
876125,1.5735065,42346.609,0
876127,1.1071475,40153.941,0
876218,1.5668043,8062.1582,50
876272,.65036905,34620.301,50
876314,.26779637,23656.943,40
876364,1.4300231,14007.179,50
876383,.19533809,25502.951,50
876388,.47144589,15461.498,0
876391,.20685053,20157.33,0
876444,.24332629,43341.336,50
876523,3.3550293,80078.25,50
876542,1.2063831,40193.68,10
876551,.25593489,8705.0791,50
876562,.25711522,50724.797,50
876571,.22412093,15200,50
876577,.29173642,50963.496,50
876581,.54358792,35618.758,70
876587,.27160129,47177.711,50
876624,1.3061165,16809.896,30
876632,1.2588476,22808.43,40
876649,.16898699,23886.73,50
876651,.18952757,15600,70
876666,1.2725116,32505.633,50
876694,1.8967305,40821.605,0
876701,1.1509625,36191.633,0
876703,.88611275,25701.59,0
876726,3.4621785,13018.326,100
876729,3.1618681,15807.33,100
876730,3.9141202,11012.828,50
876786,1.3617182,74006.289,50
876799,2.5281279,40071.453,100
876806,1.0887483,46517.34,50
876810,.80787945,27409.959,50
876820,1.3978163,19036.652,100
876833,1.8967164,15646.618,50
877001,.79371476,21479.164,100
877017,.73288989,26886.932,25
877064,.36503464,67033.852,50
877083,.35170147,31791.633,100
877100,.72801089,68487.813,70
877138,.54367715,38280.918,80
877241,.58249688,61467.285,50
877267,.48585957,28428.289,20
877279,.55912977,57138.672,50
877285,.45799381,51935.797,50
877407,1.4734082,6157,100
877473,2.7473102,28636.529,100
877487,.40278649,62631.949,50
877553,2.2164204,13707.247,100
877612,1.5713347,58177.891,0
877621,.36136615,36788.031,60
877653,.34620273,45169,0
877662,2.3264008,42295.938,70
877697,2.7014911,38253.578,30
877751,.80255443,26039.977,90
877752,2.4520533,31123.824,50
877753,.83112788,12854.824,50
877784,1.4755577,15971.306,90
877789,.78661942,44697.563,50
877828,.82262963,33500.832,50
877868,3.9560885,19501.914,0
877908,.32711166,17678.1,20
878002,.41099998,12210.996,100
878007,.35471782,65679.773,0
878011,.47454208,28429.33,50
878019,.4053705,17503.666,100
878021,.37532926,9093.7539,60
878022,.33314535,33054.98,70
878039,.36748716,45234.992,40
878049,.67634642,20486.434,100
878065,.65309417,19040.725,50
878074,2.0409946,24626.986,50
878094,.62805915,21783.08,50
878103,1.8634237,19000,80
878117,.65309417,14015.513,80
878120,.67634642,17709.164,50
878121,.67634642,18511.453,60
878142,.59442544,18002.268,0
878154,.65309417,28768.326,50
878157,1.3269395,51411.574,0
878173,1.7017459,37328.285,0
878182,2.9537003,34801.648,50
878194,.67957783,43021.531,70
878197,1.9777083,27118.326,100
878218,.65309417,24120.955,50
878238,2.4940679,25401.416,70
878281,.67634642,13702.168,100
878292,.79145312,56000,80
878295,.64012676,36732.609,70
878309,.8965444,58134.512,80
878316,1.0024873,130639.28,0
878324,.59044409,37738.246,80
878503,.49503925,12600,100
878506,.28611201,72593.297,50
878510,.27566156,30923.305,0
878513,.42474785,49625.656,0
878517,.90050876,37800,0
878518,.94506073,40392.836,0
878552,1.1265316,66227.75,60
878572,.17824586,11103.027,30
878573,.41974893,20563.18,100
878617,1.9432509,131647.7,60
878648,1.0493014,13159.163,0
878684,1.3167645,32893.203,30
878727,.28382593,36622.348,90
878738,.90610391,21807.939,100
878739,.42109412,14323.865,100
878750,.28863636,28456.57,0
878751,.30968413,36033.598,70
878777,5.8621454,13005.355,50
878790,5.5293331,0,30
878811,2.3707979,56753.438,80
878831,1.3085128,53660.098,0
878834,1.8348826,42784.301,0
878848,.67602581,60211.723,50
878869,.63123852,26740,100
878873,.51792544,38598.809,20
878874,.36966872,28891.641,50
878883,.69394648,13922.933,50
878966,2.008672,5200,50
879018,1.4703611,10501.833,70
879023,.31836364,29219.969,50
879052,.22910215,30359.996,50
879066,.48183188,30001.703,100
879069,.18258117,8412,90
879152,.57768434,21010.781,70
879192,.35151252,17541.992,0
879229,.47193718,38415.332,10
879235,.34347588,49903.18,40
879257,.82521409,52775.234,60
879275,.7237432,28523.539,100
879302,.58052599,28612.855,70
879319,1.9459226,50881.641,0
879391,.80814385,7807.3306,100
879422,.77422571,10550,100
879449,3.67045,46026.273,50
879470,3.1026864,16200,100
879484,1.6147165,39447.648,50
879487,1.9650669,31589.453,50
879494,.52924883,14653.665,100
879503,.51009512,25035.656,100
879507,.63613671,8000,100
879509,.49146351,22944.959,100
879523,2.0286279,33527.707,0
879543,2.7824373,19924.789,50
879552,2.0286279,16697.771,50
879563,2.5826523,23057.637,60
879565,2.4676251,37493.301,50
879568,5.383606,2540.8918,0
879591,1.8857718,14688.586,0
879620,.77669352,18644.322,95
879667,.46501264,16155.946,80
879681,.4567951,25794.826,40
879743,.33461371,16805.543,50
879817,.9209317,12703.665,100
879832,.9209317,14481.888,100
879837,.81348926,6040,100
879844,1.4967175,54644.918,0
879861,.67224926,18838.266,20
879883,.64647996,13814.839,20
879931,1.3233745,8064.7646,100
879943,2.1571023,66818.133,50
879946,2.430867,28034.66,0
879951,.83698952,48807.129,50
879958,1.4068502,74262.313,50
880003,.26733142,52336.063,50
880040,1.4952838,20818.326,50
880066,.59736615,48215.629,0
880072,.44653973,73875.602,0
880167,.30956745,59232.492,0
880173,.3085655,46074.09,0
880181,.43042815,69927.938,0
880182,.2128492,19321.992,0
880186,.21324919,19118.326,0
880207,.96497637,25506.533,50
880243,.26130018,17825.629,100
880244,.25184363,16222.264,0
880252,.43979093,26763.5,100
880264,.33548138,40034.629,100
880267,.33855471,9601.3662,100
880268,.33297578,46264.211,100
880271,.41325817,37296.223,100
880279,.35229683,23012.105,40
880291,.49036863,106561.1,0
880357,.39372465,40924.984,70
880375,2.2534451,25225.729,90
880398,.971515,16010.91,40
880408,.93811512,19480.887,100
880425,.35974932,29010.996,80
880427,.26987541,28223.824,70
880431,.38428032,69760.063,10
880457,.3056258,25329.322,80
880458,.5019542,14005.498,40
880459,.45666832,25005.279,30
880564,.36185256,10116.326,0
880581,.74799955,21002.285,100
880827,3.4064319,46002.566,100
880849,1.0796124,23730.705,0
880861,1.6842543,32926.313,50
880865,3.3920565,43651.313,50
880884,1.0581764,223785.31,100
880893,4.8214993,37096.422,0
880898,3.6860521,21297.434,0
880911,1.576032,76725.953,50
880912,2.9896898,125585.09,0
880948,1.5640082,24350.232,50
880978,1.0581764,74120.523,20
881023,1.4084283,43981.48,40
881028,1.0137738,47635.555,50
881029,1.0581764,47000.16,10
881059,1.7731355,11830,100
881072,1.3956951,8203.4443,100
881095,5.5484939,0,100
881188,.24996407,64202.012,100
881195,.28769115,9492.9326,0
881209,.50455755,7100,100
881263,.62540489,31005.484,50
881281,.62540489,19814.139,50
881284,.74676758,18411.586,50
881293,.55315661,36851.313,50
881302,.33492696,46115.402,50
881304,.2022799,14751.979,50
881330,.42673868,47007.332,50
881335,.43110061,43829.93,0
881368,.70330161,18015.799,100
881375,.31075782,12609.29,100
881382,.74630541,54222.332,100
881391,.30007422,13200,0
881421,.39148405,24000,50
881448,.6688351,22133.955,100
881475,.72976983,25843.326,100
881480,1.5537775,10165.657,50
881527,1.1510352,12810.996,100
881537,1.2395306,12500.996,0
881544,4.8894997,25545.975,50
881550,4.036334,15218.326,100
881552,1.4688332,23615.656,100
881554,2.006521,21618.326,100
881561,1.0949181,19400,100
881566,1.1731514,17551.59,0
881587,1.2937838,22023.58,35
881601,2.8352053,64469.578,55
881611,2.9966228,33365.703,100
881642,5.055357,300,80
881671,1.2356105,16363.665,100
881676,3.3393509,15051.313,0
881677,1.0230685,37358.645,0
881680,3.6975214,47415.695,100
881683,1.1283008,13303.665,100
881686,1.7060989,24218.326,0
881700,1.5215658,40732.988,100
881758,.38608956,26000,50
881760,.31336969,12840,0
881765,.37957567,41005.168,90
881785,.50727499,36007.332,50
881809,.4662461,28201.936,45
881817,1.2768686,49767.547,65
881821,.45698863,28809.863,55
881832,.50759292,20818.455,30
881857,.84334064,24266.207,0
881884,1.0460473,41367.895,40
881934,.41350144,78104.766,20
881982,1.4764169,22906.752,0
881983,1.4198215,15670.065,0
882007,1.9810323,16345.926,50
